id,prediction,prediction_biased
6_20151211,27358.931640625,27358.931640625
6_20151212,34614.875,34614.875
6_20151213,38361.92578125,38361.92578125
6_20151214,33620.57421875,33620.57421875
6_20151215,26871.552734375,26871.552734375
6_20151216,27279.04296875,27279.04296875
6_20151217,27100.455078125,27100.455078125
6_20151218,27591.498046875,27591.498046875
6_20151219,33348.453125,33348.453125
6_20151220,34786.6484375,34786.6484375
6_20151221,29362.27734375,29362.27734375
6_20151222,27540.62890625,27540.62890625
6_20151223,27848.943359375,27848.943359375
6_20151224,26702.64453125,26702.64453125
6_20151225,0.0,0.0
6_20151226,29068.865234375,29068.865234375
6_20151227,28503.546875,28503.546875
6_20151228,27977.197265625,27977.197265625
6_20151229,27248.43359375,27248.43359375
6_20151230,27635.662109375,27635.662109375
6_20151231,27274.6640625,27274.6640625
7_20151001,30402.029296875,30402.029296875
7_20151002,34492.953125,34492.953125
7_20151003,38724.828125,38724.828125
7_20151004,40062.796875,40062.796875
7_20151005,34358.73828125,34358.73828125
7_20151006,30059.7109375,30059.7109375
7_20151007,29223.646484375,29223.646484375
7_20151008,30053.775390625,30053.775390625
7_20151009,31279.22265625,31279.22265625
7_20151010,37789.890625,37789.890625
7_20151011,39690.796875,39690.796875
7_20151012,33182.828125,33182.828125
7_20151013,29511.650390625,29511.650390625
7_20151014,27931.322265625,27931.322265625
7_20151015,28497.4296875,28497.4296875
7_20151016,29359.908203125,29359.908203125
7_20151017,36393.0234375,36393.0234375
7_20151018,38445.88671875,38445.88671875
7_20151019,31423.0625,31423.0625
7_20151020,26340.607421875,26340.607421875
7_20151021,25247.75,25247.75
7_20151022,26133.23828125,26133.23828125
7_20151023,27480.466796875,27480.466796875
7_20151024,33666.8359375,33666.8359375
7_20151025,35820.8359375,35820.8359375
7_20151026,29503.943359375,29503.943359375
7_20151027,25216.185546875,25216.185546875
7_20151028,24464.55859375,24464.55859375
7_20151029,25679.91796875,25679.91796875
7_20151030,28302.0390625,28302.0390625
7_20151031,33149.0859375,33149.0859375
7_20151101,38650.703125,38650.703125
7_20151102,34782.2265625,34782.2265625
7_20151103,28934.88671875,28934.88671875
7_20151104,28096.0078125,28096.0078125
7_20151105,28957.46875,28957.46875
7_20151106,30174.03515625,30174.03515625
7_20151107,36597.4921875,36597.4921875
7_20151108,38854.875,38854.875
7_20151109,31820.44921875,31820.44921875
7_20151110,26485.7578125,26485.7578125
7_20151111,26807.65625,26807.65625
7_20151112,25791.185546875,25791.185546875
7_20151113,27053.125,27053.125
7_20151114,34844.6796875,34844.6796875
7_20151115,37549.140625,37549.140625
7_20151116,29934.974609375,29934.974609375
7_20151117,24749.828125,24749.828125
7_20151118,24059.294921875,24059.294921875
7_20151119,25022.732421875,25022.732421875
7_20151120,28256.373046875,28256.373046875
7_20151121,36207.45703125,36207.45703125
7_20151122,36790.390625,36790.390625
7_20151123,28911.869140625,28911.869140625
7_20151124,27378.8515625,27378.8515625
7_20151125,27939.984375,27939.984375
7_20151126,20615.482421875,20615.482421875
7_20151127,22594.16015625,22594.16015625
7_20151128,28130.5703125,28130.5703125
7_20151129,30661.740234375,30661.740234375
7_20151130,28120.14453125,28120.14453125
7_20151201,26563.50390625,26563.50390625
7_20151202,25101.5703125,25101.5703125
7_20151203,26551.333984375,26551.333984375
7_20151204,31639.5,31639.5
7_20151205,36772.76953125,36772.76953125
7_20151206,36996.72265625,36996.72265625
7_20151207,30162.064453125,30162.064453125
7_20151208,26717.658203125,26717.658203125
7_20151209,26043.38671875,26043.38671875
7_20151210,26198.849609375,26198.849609375
7_20151211,26447.59765625,26447.59765625
7_20151212,33617.2421875,33617.2421875
7_20151213,36094.7734375,36094.7734375
7_20151214,34082.48046875,34082.48046875
7_20151215,27825.984375,27825.984375
7_20151216,27230.751953125,27230.751953125
7_20151217,27611.84375,27611.84375
7_20151218,26727.607421875,26727.607421875
7_20151219,31915.6796875,31915.6796875
7_20151220,32702.4765625,32702.4765625
7_20151221,30138.44921875,30138.44921875
7_20151222,27906.921875,27906.921875
7_20151223,26584.083984375,26584.083984375
7_20151224,26473.578125,26473.578125
7_20151225,0.0,0.0
7_20151226,27285.416015625,27285.416015625
7_20151227,26380.001953125,26380.001953125
7_20151228,26289.87109375,26289.87109375
7_20151229,25051.56640625,25051.56640625
7_20151230,25150.15234375,25150.15234375
7_20151231,26317.2734375,26317.2734375
8_20151001,24141.3359375,24141.3359375
8_20151002,30918.390625,30918.390625
8_20151003,36811.703125,36811.703125
8_20151004,35220.3984375,35220.3984375
8_20151005,24368.83203125,24368.83203125
8_20151006,23433.2265625,23433.2265625
8_20151007,23548.9296875,23548.9296875
8_20151008,23778.421875,23778.421875
8_20151009,28825.84765625,28825.84765625
8_20151010,35312.5,35312.5
8_20151011,34188.59765625,34188.59765625
8_20151012,23785.14453125,23785.14453125
8_20151013,22912.486328125,22912.486328125
8_20151014,23242.6875,23242.6875
8_20151015,23599.0390625,23599.0390625
8_20151016,28792.46875,28792.46875
8_20151017,36655.671875,36655.671875
8_20151018,34020.94140625,34020.94140625
8_20151019,22831.16796875,22831.16796875
8_20151020,21996.091796875,21996.091796875
8_20151021,22329.060546875,22329.060546875
8_20151022,22651.380859375,22651.380859375
8_20151023,27492.646484375,27492.646484375
8_20151024,34352.8203125,34352.8203125
8_20151025,31804.53125,31804.53125
8_20151026,21989.04296875,21989.04296875
8_20151027,21847.716796875,21847.716796875
8_20151028,22363.30078125,22363.30078125
8_20151029,23030.8203125,23030.8203125
8_20151030,28918.015625,28918.015625
8_20151031,34950.1328125,34950.1328125
8_20151101,33652.4296875,33652.4296875
8_20151102,24062.0859375,24062.0859375
8_20151103,22853.50390625,22853.50390625
8_20151104,22924.083984375,22924.083984375
8_20151105,22675.19921875,22675.19921875
8_20151106,27711.373046875,27711.373046875
8_20151107,35555.30078125,35555.30078125
8_20151108,34225.1171875,34225.1171875
8_20151109,21972.626953125,21972.626953125
8_20151110,20707.1171875,20707.1171875
8_20151111,20988.83203125,20988.83203125
8_20151112,21258.794921875,21258.794921875
8_20151113,27161.86328125,27161.86328125
8_20151114,36077.21875,36077.21875
8_20151115,33573.203125,33573.203125
8_20151116,21134.564453125,21134.564453125
8_20151117,20277.0,20277.0
8_20151118,21090.1171875,21090.1171875
8_20151119,21901.037109375,21901.037109375
8_20151120,29447.728515625,29447.728515625
8_20151121,38008.54296875,38008.54296875
8_20151122,31858.796875,31858.796875
8_20151123,21119.279296875,21119.279296875
8_20151124,21953.28125,21953.28125
8_20151125,23568.556640625,23568.556640625
8_20151126,13253.0673828125,13253.0673828125
8_20151127,23133.796875,23133.796875
8_20151128,29642.2734375,29642.2734375
8_20151129,28687.388671875,28687.388671875
8_20151130,21948.751953125,21948.751953125
8_20151201,22783.287109375,22783.287109375
8_20151202,23477.912109375,23477.912109375
8_20151203,24815.0,24815.0
8_20151204,33890.46875,33890.46875
8_20151205,36908.9609375,36908.9609375
8_20151206,33000.6015625,33000.6015625
8_20151207,23347.724609375,23347.724609375
8_20151208,22083.9296875,22083.9296875
8_20151209,22291.404296875,22291.404296875
8_20151210,22746.162109375,22746.162109375
8_20151211,27186.66796875,27186.66796875
8_20151212,34992.5234375,34992.5234375
8_20151213,34643.09375,34643.09375
8_20151214,26403.05078125,26403.05078125
8_20151215,22285.068359375,22285.068359375
8_20151216,22803.83984375,22803.83984375
8_20151217,23344.6640625,23344.6640625
8_20151218,27183.6328125,27183.6328125
8_20151219,35288.59375,35288.59375
8_20151220,33146.70703125,33146.70703125
8_20151221,24311.6015625,24311.6015625
8_20151222,23879.73828125,23879.73828125
8_20151223,24572.21484375,24572.21484375
8_20151224,24307.6875,24307.6875
8_20151225,0.0,0.0
8_20151226,30227.064453125,30227.064453125
8_20151227,25519.734375,25519.734375
8_20151228,23259.17578125,23259.17578125
8_20151229,23211.623046875,23211.623046875
8_20151230,23490.34765625,23490.34765625
8_20151231,24603.8984375,24603.8984375
9_20151001,32796.38671875,32796.38671875
9_20151002,36780.84375,36780.84375
9_20151003,41257.2109375,41257.2109375
9_20151004,39841.5703125,39841.5703125
9_20151005,35339.8125,35339.8125
9_20151006,33239.7890625,33239.7890625
9_20151007,33254.2109375,33254.2109375
9_20151008,33001.33203125,33001.33203125
9_20151009,34828.125,34828.125
9_20151010,39688.2265625,39688.2265625
9_20151011,38225.3671875,38225.3671875
9_20151012,33631.06640625,33631.06640625
9_20151013,34526.34375,34526.34375
9_20151014,34488.75,34488.75
9_20151015,33913.30859375,33913.30859375
9_20151016,34374.83203125,34374.83203125
9_20151017,36651.76171875,36651.76171875
9_20151018,31628.828125,31628.828125
9_20151019,25991.83203125,25991.83203125
9_20151020,24053.0234375,24053.0234375
9_20151021,23564.234375,23564.234375
9_20151022,23796.58984375,23796.58984375
9_20151023,26788.91796875,26788.91796875
9_20151024,29790.4140625,29790.4140625
9_20151025,27203.640625,27203.640625
9_20151026,22876.6484375,22876.6484375
9_20151027,22141.279296875,22141.279296875
9_20151028,22028.609375,22028.609375
9_20151029,22953.337890625,22953.337890625
9_20151030,31113.80078125,31113.80078125
9_20151031,31052.560546875,31052.560546875
9_20151101,31614.94140625,31614.94140625
9_20151102,35716.71484375,35716.71484375
9_20151103,37466.87890625,37466.87890625
9_20151104,33321.91015625,33321.91015625
9_20151105,32468.02734375,32468.02734375
9_20151106,35295.8046875,35295.8046875
9_20151107,41863.3515625,41863.3515625
9_20151108,38871.8125,38871.8125
9_20151109,32958.26953125,32958.26953125
9_20151110,30836.263671875,30836.263671875
9_20151111,30693.83984375,30693.83984375
9_20151112,31204.78125,31204.78125
9_20151113,34238.94140625,34238.94140625
9_20151114,39159.49609375,39159.49609375
9_20151115,37016.39453125,37016.39453125
9_20151116,29182.55859375,29182.55859375
9_20151117,24549.48046875,24549.48046875
9_20151118,23303.03125,23303.03125
9_20151119,23585.712890625,23585.712890625
9_20151120,27106.583984375,27106.583984375
9_20151121,29840.4765625,29840.4765625
9_20151122,25779.033203125,25779.033203125
9_20151123,22884.712890625,22884.712890625
9_20151124,23101.681640625,23101.681640625
9_20151125,23238.8359375,23238.8359375
9_20151126,19408.4296875,19408.4296875
9_20151127,24004.501953125,24004.501953125
9_20151128,25133.931640625,25133.931640625
9_20151129,23177.78125,23177.78125
9_20151130,21397.583984375,21397.583984375
9_20151201,27974.58203125,27974.58203125
9_20151202,31343.9453125,31343.9453125
9_20151203,36290.34375,36290.34375
9_20151204,34671.59375,34671.59375
9_20151205,35784.078125,35784.078125
9_20151206,35454.65625,35454.65625
9_20151207,32512.703125,32512.703125
9_20151208,30998.650390625,30998.650390625
9_20151209,30729.87890625,30729.87890625
9_20151210,30525.787109375,30525.787109375
9_20151211,32347.84765625,32347.84765625
9_20151212,35937.7421875,35937.7421875
9_20151213,35752.57421875,35752.57421875
9_20151214,35333.09765625,35333.09765625
9_20151215,32061.625,32061.625
9_20151216,28378.29296875,28378.29296875
9_20151217,25551.796875,25551.796875
9_20151218,25766.60546875,25766.60546875
9_20151219,27530.7890625,27530.7890625
9_20151220,25694.634765625,25694.634765625
9_20151221,23726.572265625,23726.572265625
9_20151222,23837.919921875,23837.919921875
9_20151223,23876.2734375,23876.2734375
9_20151224,23468.794921875,23468.794921875
9_20151225,0.0,0.0
9_20151226,23659.78515625,23659.78515625
9_20151227,20309.591796875,20309.591796875
9_20151228,19057.76171875,19057.76171875
9_20151229,18745.623046875,18745.623046875
9_20151230,19898.599609375,19898.599609375
9_20151231,21503.203125,21503.203125
