id,prediction
10_20151222,16354.055876767947
10_20151223,16492.46409161541
10_20151224,16725.453074736775
10_20151225,0.0
10_20151226,26580.9464218359
10_20151227,25882.80554543533
10_20151228,18510.788581270077
10_20151229,16091.661629953143
10_20151230,17906.72245666654
10_20151231,21897.157180166825
